,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff,,,,
359,"(3, 4, -5)",3.95,5.78,6.89,217.3,"(3, 5, 4)",1.644588952,0.838896952,0.265602322,,,,
360,"(-5, 4, -4)",225.4,229.26,13.19,285.1,"(4, 5, 4)",1.540298678,17.38134951,0.292645944,,,,
361,"(-4, 5, -4)",225.4,245.08,11.01,216.8,"(4, 5, 4)",1.540298678,22.25976385,1.78746594,,,,
362,"(-4, 4, -5)",225.4,246.79,11.81,322.8,"(4, 5, 4)",1.540298678,20.89669771,1.811176969,,,,
363,"(-4, -4, 5)",225.4,277.07,10.63,139.3,"(4, 5, 4)",1.540298678,26.06491063,4.860771402,,,,
364,"(5, -4, 4)",225.4,322.09,16.29,274.7,"(4, 5, 4)",1.540298678,19.77225292,5.935543278,,,,
365,"(4, -5, 4)",225.4,346.92,13.74,206,"(4, 5, 4)",1.540298678,25.2489083,8.844250364,,,,
366,"(4, -4, 5)",225.4,317.66,15.1,311.9,"(4, 5, 4)",1.540298678,21.03708609,6.109933775,,,,
367,"(4, 4, -5)",225.4,276.94,8.63,172.1,"(4, 5, 4)",1.540298678,32.09038239,5.972190035,,,,
368,"(0, -5, 5)",509.83,277.69,12.66,191.3,"(0, 5, 5)",1.644588952,21.93443918,-18.33649289,,,,
369,"(0, 5, -5)",509.83,316.97,10.29,204,"(0, 5, 5)",1.644588952,30.80369291,-18.74246842,,,,
370,"(-5, 1, -5)",0.1,7.89,8.32,535.4,"(1, 5, 5)",1.62838571,0.948317308,0.936298077,,,,
371,"(-5, 5, -1)",0.1,-6.02,6.55,50.1,"(1, 5, 5)",1.62838571,-0.919083969,-0.934351145,,,,
372,"(-1, 5, -5)",0.1,2.22,7.72,227.3,"(1, 5, 5)",1.62838571,0.287564767,0.274611399,,,,
373,"(-1, -5, 5)",0.1,-10.44,10.44,170.8,"(1, 5, 5)",1.62838571,-1,-1.009578544,,,,
374,"(5, -1, 5)",0.1,-3.36,10.2,519,"(1, 5, 5)",1.62838571,-0.329411765,-0.339215686,,,,
375,"(5, -5, 1)",0.1,52.06,10.27,58.6,"(1, 5, 5)",1.62838571,5.069133398,5.0593963,,,,
376,"(1, -5, 5)",0.1,11.31,11.52,217.4,"(1, 5, 5)",1.62838571,0.981770833,0.973090278,,,,
377,"(1, 5, -5)",0.1,9.75,7.33,178.9,"(1, 5, 5)",1.62838571,1.330150068,1.316507503,,,,
378,"(-5, 2, -5)",95.97,107.77,9.93,455.9,"(2, 5, 5)",1.582506457,10.8529708,1.188318228,,,,
379,"(-5, 5, -2)",95.98,115.96,8.01,127.2,"(2, 5, 5)",1.582506457,14.47690387,2.494382022,,,,
380,"(-2, 5, -5)",95.98,121.14,8.37,241.2,"(2, 5, 5)",1.582506457,14.47311828,3.005973716,,,,
381,"(-2, -5, 5)",95.98,101.7,9.31,131.1,"(2, 5, 5)",1.582506457,10.92373792,0.614393126,,,,
382,"(5, -2, 5)",95.97,115.41,11.98,446.5,"(2, 5, 5)",1.582506457,9.633555927,1.622704508,,,,
383,"(5, -5, 2)",95.98,86.15,10.21,116.7,"(2, 5, 5)",1.582506457,8.437806072,-0.962781587,,,,
384,"(2, -5, 5)",95.98,74.69,12.94,228.9,"(2, 5, 5)",1.582506457,5.77202473,-1.645285935,,,,
385,"(2, 5, -5)",95.98,115.48,7.15,149.4,"(2, 5, 5)",1.582506457,16.15104895,2.727272727,,,,
386,"(-5, 3, -5)",19.26,47.79,11.26,389.3,"(3, 5, 5)",1.513966846,4.244227353,2.53374778,,,,
387,"(-5, 5, -3)",19.26,40.49,9.15,179,"(3, 5, 5)",1.513966846,4.425136612,2.320218579,,,,
388,"(-3, 5, -5)",19.26,9.3,8.9,256.6,"(3, 5, 5)",1.513966846,1.04494382,-1.119101124,,,,
389,"(-5, -3, 5)",19.26,29.41,7.08,332.1,"(3, 5, 5)",1.513966846,4.153954802,1.433615819,,,,
390,"(-3, -5, 5)",19.26,-6.08,8.98,91,"(3, 5, 5)",1.513966846,-0.677060134,-2.821826281,,,,
391,"(5, -3, 5)",19.26,18.8,13.87,378.6,"(3, 5, 5)",1.513966846,1.355443403,-0.033165105,,,,
392,"(5, -5, 3)",19.26,33.96,10.85,173.1,"(3, 5, 5)",1.513966846,3.129953917,1.35483871,,,,
393,"(3, -5, 5)",19.26,-8.76,13.61,247.7,"(3, 5, 5)",1.513966846,-0.643644379,-2.058780309,,,,
394,"(5, 3, -5)",19.26,10.59,6.92,386.3,"(3, 5, 5)",1.513966846,1.530346821,-1.252890173,,,,
395,"(3, 5, -5)",19.26,7.8,6.97,108.2,"(3, 5, 5)",1.513966846,1.119081779,-1.644189383,,,,
396,"(-5, 4, -5)",100.35,132.33,12.16,328.7,"(4, 5, 5)",1.431430949,10.88240132,2.629934211,,,,
397,"(-5, 5, -4)",100.35,115.48,10.15,231.1,"(4, 5, 5)",1.431430949,11.3773399,1.490640394,,,,
398,"(-4, 5, -5)",100.35,127.89,10.22,265.8,"(4, 5, 5)",1.431430949,12.51369863,2.694716243,,,,
399,"(-5, -4, 5)",100.35,124.42,7.23,47.2,"(4, 5, 5)",1.431430949,17.20885201,3.329183956,,,,
400,"(-4, -5, 5)",100.35,151.57,9.11,24,"(4, 5, 5)",1.431430949,16.6377607,5.622392975,,,,
401,"(5, -4, 5)",100.35,92.36,14.86,318,"(4, 5, 5)",1.431430949,6.215343203,-0.537685061,,,,
402,"(5, -5, 4)",100.35,154.16,13.15,220.5,"(4, 5, 5)",1.431430949,11.72319392,4.092015209,,,,
403,"(4, -5, 5)",100.35,116.57,14.78,254.1,"(4, 5, 5)",1.431430949,7.887009472,1.097428958,,,,
404,"(5, 4, -5)",100.35,108.39,6.28,96.4,"(4, 5, 5)",1.431430949,17.25955414,1.280254777,,,,
405,"(4, 5, -5)",100.35,127.21,7.41,50.9,"(4, 5, 5)",1.431430949,17.16734143,3.624831309,,,,
406,"(-5, 5, -5)",79.86,47.49,11.49,277.2,"(5, 5, 5)",1.342801256,4.133159269,-2.817232376,,,,
407,"(5, -5, 5)",79.86,43.55,15.99,263.5,"(5, 5, 5)",1.342801256,2.723577236,-2.270794246,,,,
408,"(-6, 0, 0)",1659.35,362.68,11.51,392.7,"(0, 6, 0)",1.938166667,31.50999131,-112.6559513,,,,
409,"(6, 0, 0)",1659.35,402.44,12.31,381.9,"(0, 6, 0)",1.938166667,32.69212023,-102.1047929,,,,
410,"(-6, -1, 0)",49.63,57.01,7.01,531,"(0, 6, 1)",1.911795823,8.132667618,1.05278174,,,,
411,"(-6, 1, 0)",49.63,73.8,10.2,282.4,"(0, 6, 1)",1.911795823,7.235294118,2.369607843,,,,
412,"(6, -1, 0)",49.63,59.27,9.58,272.2,"(0, 6, 1)",1.911795823,6.186847599,1.006263048,,,,
413,"(6, 1, 0)",49.63,41.42,6.34,517.7,"(0, 6, 1)",1.911795823,6.533123028,-1.294952681,,,,
414,"(-6, 0, -1)",49.63,79.74,8.68,457.1,"(0, 6, 1)",1.911795823,9.186635945,3.468894009,,,,
415,"(6, 0, 1)",49.63,41.38,8.36,447.4,"(0, 6, 1)",1.911795823,4.949760766,-0.986842105,,,,
416,"(6, 0, -1)",49.63,82.06,9.77,294.1,"(0, 6, 1)",1.911795823,8.399181167,3.319344933,,,,
417,"(6, 1, 1)",2.09,23.53,6.71,567.7,"(1, 6, 1)",1.886472906,3.506706408,3.195230999,,,,
418,"(6, -1, -1)",2.09,3.31,6.92,178.9,"(1, 6, 1)",1.886472906,0.478323699,0.176300578,,,,
419,"(-6, 1, -1)",2.09,-6.78,9.7,350.1,"(1, 6, 1)",1.886472906,-0.698969072,-0.91443299,,,,
420,"(-6, -1, 1)",2.09,-7.58,7.58,466,"(1, 6, 1)",1.886472906,-1,-1.275725594,,,,
421,"(-6, -1, -1)",2.09,13.05,6.76,573.4,"(1, 6, 1)",1.886472906,1.930473373,1.621301775,,,,
422,"(-6, 1, 1)",2.09,21.5,7.63,191.1,"(1, 6, 1)",1.886472906,2.817824377,2.543905636,,,,
423,"(6, -1, 1)",2.09,-9.82,9.82,341.1,"(1, 6, 1)",1.886472906,-1,-1.212830957,,,,
424,"(6, 1, -1)",2.09,-6.8,6.8,443.2,"(1, 6, 1)",1.886472906,-1,-1.307352941,,,,
425,"(-6, 2, 0)",2.35,-4.58,8.71,197.6,"(0, 6, 2)",1.838706346,-0.525832377,-0.795637199,,,,
426,"(6, -2, 0)",2.35,37.56,8.01,181.5,"(0, 6, 2)",1.838706346,4.689138577,4.395755306,,,,
427,"(-6, 0, -2)",2.35,14.47,8.77,503.3,"(0, 6, 2)",1.838706346,1.649942987,1.381984036,,,,
428,"(-6, 0, 2)",2.35,29.91,6.88,182.7,"(0, 6, 2)",1.838706346,4.347383721,4.005813953,,,,
429,"(6, 0, 2)",2.35,10.14,8.77,494.1,"(0, 6, 2)",1.838706346,1.156214367,0.888255416,,,,
430,"(0, -2, 6)",2.35,11.34,8.13,546.6,"(0, 6, 2)",1.838706346,1.394833948,1.105781058,,,,
431,"(6, 0, -2)",2.35,-5.52,5.89,173.1,"(0, 6, 2)",1.838706346,-0.937181664,-1.336162988,,,,
432,"(0, 2, -6)",2.35,6.02,6.4,566,"(0, 6, 2)",1.838706346,0.940625,0.5734375,,,,
433,"(6, -2, -1)",2.31,8.16,7.69,102.2,"(1, 6, 2)",1.816144677,1.061118336,0.760728218,,,,
434,"(-6, 2, -1)",2.31,-5.09,10.62,271.8,"(1, 6, 2)",1.816144677,-0.479284369,-0.696798493,,,,
435,"(6, -1, -2)",2.31,6.72,6.85,67.6,"(1, 6, 2)",1.816144677,0.981021898,0.64379562,,,,
436,"(-6, 1, -2)",2.31,-0.45,9.62,404.6,"(1, 6, 2)",1.816144677,-0.046777547,-0.286902287,,,,
437,"(-1, 2, -6)",2.31,7.65,7.01,535.8,"(1, 6, 2)",1.816144677,1.091298146,0.761768902,,,,
438,"(-6, -1, 2)",2.31,-8.09,8.09,342.1,"(1, 6, 2)",1.816144677,-1,-1.285537701,,,,
439,"(-1, -2, 6)",2.31,21.23,7.76,568.1,"(1, 6, 2)",1.816144677,2.735824742,2.43814433,,,,
440,"(-6, 2, 1)",2.31,9,6.52,102.1,"(1, 6, 2)",1.816144677,1.380368098,1.02607362,,,,
441,"(6, -2, 1)",2.31,-1.55,10.49,261.3,"(1, 6, 2)",1.816144677,-0.147759771,-0.367969495,,,,
442,"(-6, 1, 2)",2.31,-3.9,5.56,78.8,"(1, 6, 2)",1.816144677,-0.701438849,-1.116906475,,,,
443,"(6, -1, 2)",2.31,4.19,10.77,399.5,"(1, 6, 2)",1.816144677,0.38904364,0.17455896,,,,
444,"(1, -2, 6)",2.31,-8.75,8.75,521.5,"(1, 6, 2)",1.816144677,-1,-1.264,,,,
445,"(6, 1, -2)",2.31,13.78,6.55,336.6,"(1, 6, 2)",1.816144677,2.103816794,1.751145038,,,,
446,"(1, 2, -6)",2.31,23.7,6.2,574.1,"(1, 6, 2)",1.816144677,3.822580645,3.45,,,,
447,"(-6, 2, -2)",61.25,86.56,10.91,325.6,"(2, 6, 2)",1.753137713,7.9340055,2.319890009,,,,
448,"(-2, 2, -6)",61.25,156.07,8.31,519.5,"(2, 6, 2)",1.753137713,18.78098676,11.41034898,,,,
449,"(6, -2, 2)",61.25,108.73,11.88,316.2,"(2, 6, 2)",1.753137713,9.152356902,3.996632997,,,,
450,"(2, -2, 6)",61.25,173.66,10.52,508.4,"(2, 6, 2)",1.753137713,16.50760456,10.68536122,,,,
451,"(-6, 3, 0)",21.85,22.02,7.24,128.8,"(0, 6, 3)",1.733548967,3.041436464,0.023480663,,,,
452,"(6, -3, 0)",21.85,43.45,8.86,115.4,"(0, 6, 3)",1.733548967,4.904063205,2.437923251,,,,
453,"(-6, 0, -3)",21.85,0.06,7.8,538.1,"(0, 6, 3)",1.733548967,0.007692308,-2.793589744,,,,
454,"(6, 0, 3)",21.85,-8.81,8.81,528.1,"(0, 6, 3)",1.733548967,-1,-3.480136209,,,,
455,"(0, -3, 6)",21.85,8.92,10.86,439.1,"(0, 6, 3)",1.733548967,0.821362799,-1.190607735,,,,
456,"(0, 3, -6)",21.85,58.18,8.37,446.9,"(0, 6, 3)",1.733548967,6.951015532,4.340501792,,,,
457,"(6, -3, -1)",0.19,-0.4,8.94,35.6,"(1, 6, 3)",1.714602508,-0.044742729,-0.065995526,,,,
458,"(-6, 3, -1)",0.19,4.74,9.56,194.6,"(1, 6, 3)",1.714602508,0.4958159,0.475941423,,,,
459,"(-1, 6, -3)",0.19,-6.2,6.2,34.4,"(1, 6, 3)",1.714602508,-1,-1.030645161,,,,
460,"(-3, 1, -6)",0.19,27.1,7.07,587,"(1, 6, 3)",1.714602508,3.833097595,3.806223479,,,,
461,"(-6, 1, -3)",0.19,25.61,9.37,449.3,"(1, 6, 3)",1.714602508,2.733191035,2.712913554,,,,
462,"(-1, 3, -6)",0.19,-0.22,8.35,440,"(1, 6, 3)",1.714602508,-0.026347305,-0.049101796,,,,
463,"(-6, -1, 3)",0.19,-5.44,5.44,175.7,"(1, 6, 3)",1.714602508,-1,-1.034926471,,,,
464,"(-1, -3, 6)",0.19,46.63,10.63,444.4,"(1, 6, 3)",1.714602508,4.38664158,4.368767639,,,,
465,"(-6, 3, 1)",0.19,3.6,6.34,45,"(1, 6, 3)",1.714602508,0.567823344,0.53785489,,,,
466,"(6, -3, 1)",0.19,-9.62,9.62,183.5,"(1, 6, 3)",1.714602508,-1,-1.01975052,,,,
467,"(1, -6, 3)",0.19,-1.81,8.94,24.5,"(1, 6, 3)",1.714602508,-0.20246085,-0.223713647,,,,
468,"(3, -1, 6)",0.19,7.11,8.85,586.5,"(1, 6, 3)",1.714602508,0.803389831,0.781920904,,,,
469,"(6, -1, 3)",0.19,0.52,11,453.9,"(1, 6, 3)",1.714602508,0.047272727,0.03,,,,
470,"(1, -3, 6)",0.19,-11.32,11.32,432,"(1, 6, 3)",1.714602508,-1,-1.016784452,,,,
471,"(6, 1, -3)",0.19,11.58,4.95,150.2,"(1, 6, 3)",1.714602508,2.339393939,2.301010101,,,,
472,"(1, 3, -6)",0.19,-8.08,8.08,453.5,"(1, 6, 3)",1.714602508,-1,-1.023514851,,,,
473,"(-6, 3, -2)",47.93,64.17,10.85,253.3,"(2, 6, 3)",1.661285714,5.914285714,1.496774194,,,,
474,"(-2, 6, -3)",47.93,32.06,6.41,64.6,"(2, 6, 3)",1.661285714,5.001560062,-2.475819033,,,,
475,"(-3, 2, -6)",47.93,27.29,8.25,509.4,"(2, 6, 3)",1.661285714,3.307878788,-2.501818182,,,,
476,"(-6, 2, -3)",47.93,61.48,10.3,375.1,"(2, 6, 3)",1.661285714,5.968932039,1.315533981,,,,
477,"(-3, 6, -2)",47.93,29.37,6.62,31.9,"(2, 6, 3)",1.661285714,4.436555891,-2.803625378,,,,
478,"(-2, 3, -6)",47.93,84.72,8.64,433.1,"(2, 6, 3)",1.661285714,9.805555556,4.258101852,,,,
479,"(-6, -2, 3)",47.93,10.78,5.86,502.9,"(2, 6, 3)",1.661285714,1.839590444,-6.339590444,,,,
480,"(-2, -3, 6)",47.93,0.69,10.7,450,"(2, 6, 3)",1.661285714,0.064485981,-4.414953271,,,,
481,"(6, -3, 2)",47.93,16.39,11.81,246.4,"(2, 6, 3)",1.661285714,1.387806943,-2.67061812,,,,
482,"(2, -6, 3)",47.93,81.65,9.4,52.9,"(2, 6, 3)",1.661285714,8.686170213,3.587234043,,,,
483,"(3, -2, 6)",47.93,42.88,10.73,497.8,"(2, 6, 3)",1.661285714,3.996272134,-0.470643057,,,,
484,"(6, -2, 3)",47.93,53.74,12.78,365.8,"(2, 6, 3)",1.661285714,4.205007825,0.454616588,,,,
485,"(3, -6, 2)",47.93,32.15,9.38,20.8,"(2, 6, 3)",1.661285714,3.42750533,-1.682302772,,,,
486,"(2, -3, 6)",47.93,103.82,12.48,424.7,"(2, 6, 3)",1.661285714,8.318910256,4.478365385,,,,
487,"(6, 2, -3)",47.93,44.04,4.79,456.6,"(2, 6, 3)",1.661285714,9.194154489,-0.812108559,,,,
488,"(2, 3, -6)",47.93,37.39,7.92,466,"(2, 6, 3)",1.661285714,4.720959596,-1.330808081,,,,
489,"(-6, 3, -3)",24.28,31.28,12.11,304.3,"(3, 6, 3)",1.582506457,2.582989265,0.578034682,,,,
490,"(-3, 6, -3)",24.28,15.17,6.92,92.7,"(3, 6, 3)",1.582506457,2.192196532,-1.316473988,,,,
491,"(-3, 3, -6)",24.28,45.93,9.17,429.9,"(3, 6, 3)",1.582506457,5.0087241,2.360959651,,,,
